edad,nombre,nacionalidad
64,"  Mango, Nicolas   ",brazil
63,  jonás cardona   ,  --
45,"prof. martínez, luis ",  chi   
62,  pablo    gutierrez , otros
57, cristian   sánchez    ,  br   
59,"   gómez,    luciano   ", Uruguayo
65, Joaquin   Sanchez      ,  br   
39," Hernández, Carlos ",  Otros 
38,JORGE NICASTRO   , argentno
42,"  Ing. Nicastro, Federico   ", argentno
32,leandro sánchez    ,ar
21,David Díaz   ,Uruguay
58,"Dr. amenabar,   juan     ",  uruguayo
42,"  gonzález, jorge   ",--
25,"lópez, julian   ",  Otros 
43,"   CENTENERA, JUAN ",ar
58,"  antonello,   angel ",--
44,"garcía, eric  ",  uruguayo
62,"   muñoz, renato ",--
22,   señor francisco díaz    ,ar
59,Amaro González    ,  brasilero
29,"pérez, rodolfo   ",  arg
65, Luciano Fernández    ,  Otros 
65,"   Londoño,  Victor    ", argentno
24, Dr. benjamin rodríguez ,brasil
22,"González, Luis ",Chileno
40,"fabricci, carlos ",  argentino   
49,Juan   Pérez , otros
56,"  lópez,   pablo ", argentno
36,ernesto perez   ,ar
60,  juan marchet , argentina
43,carlos gómez    ,Uruguay
20,daniel   alzate  ,  chi   
30,  damian díaz ,ch
50,"Sr. Castañeda,  Bruno ",  Otros 
53," lic riglos, juan ",  arg
23,"CASTAÑEDA,    ERIC ", argentno
26,"Fernández,    Diego  ",  chi   
51,"Castro, Felipe ", argentina
39,"ing. rivadavia, néstor ",  chileno
50,joaquin  gonzález  , argentno
40,"aristizabal,    camilo ",  br   
35,Juan    Orondo  ,Uruguay
55,  Dr.    Luciano Martín ,  brasilero
58,"   Sacado,  Fidel ",ch
54,"licenciado castañeda,   juan    ", otros
33, Amaro Ramirez  ,  argentino   
46,"  soto,   cristian    ",  br   
62,   Renato Gómez    ,  chi   
52,jose sánchez ,  arg
53,"señor díaz,    tomas  ", argentina
36, alexis lupo    , Uruguayo
27," Castro, Benjamin    ",  arg
38," garcía, david     ", chilena
35,ignacio orondo    ,ar
34,  DANIEL   GONZÁLEZ    , Uruguayo
28," doctor aristizabal, juan    ", uruguay
18," gonzález,   carlos  ",brazil
48,eric   fernández     , Uruguayo
40," alsina, julián ",--
50,señor nicolas viey      , argentno
65,"fertuchelli,   benjamin     ",  chileno
38,"castañeda, bruno     ",  Otros 
53,  Jonás   Fanon   ,  chileno
52,  leandro sánchez ,  Otros 
40,"Sanchez,   Leandro      ",Chileno
29,"muñoz, bruno    ",  chi   
63, maximo mactas    , Brasil
52," rodríguez, jose ",ch
34,  felipe  riglos  ,  br   
37,Juan    Rodríguez    ,  br   
39,"  DÍAZ, LUIS  ",  brasilero
20,emilio gonzález    ,  uy   
25,"  licenciado rojas, agustin ", chileno
47,julio montoya    ,  br   
61,"fabricci, gaspar     ",  arg
57,"Doctor  Fertuchelli,   Pablo   ", argentno
20,licenciado   diego gonzález  ,brazil
36,ignacio gonzález  ,  chileno
52,"sánchez, cristobal ",argentino
60,"soto, luis   ",--
25,"Guevara,    Carlos ",  uy   
48,andrés   gonzález   , chilena
53,Julián    Muñoz  , chilena
47,pablo    mendoza     , argentina
65,andrés orondo  , uruguay
23,"casullo, jonás      ", Brasil
57,Dr. Damian López   ,brasil
60,lic. pablo amenabar , Brasil
32,   SEBASTIAN MARTÍNEZ    ,  argentino   
23,doctor amaro hernández ,  chi   
18,"Perez,   Ignacio  ",argentino
20,Sr. Pablo  Antonello    , argentno
59,   carlos lópez   ,brazil
38," lic   gómez, sebastian  ", argentina
53,   Francisco Contreras  ,  arg
57,"Pérez, Maximiliano  ",  chileno
33,Abel Fernández ,Chileno
58,ernesto castañeda  ,ar
37,"  Dr.  gonzález,    maximiliano  ",--
26,"sánchez, lucas  ",  chi   
26,"   VIEY, JULIÁN   ",  argentino   
45,"López, Cristian  ",  chileno
45,Julián    Gómez  ,argentino
18,"fernández,   juan      ", chilena
34,"fertuchelli, luis ",Chileno
62,"Fertuchelli, Ignacio    ", chileno
38,lic maximiliano gutierrez ,  br   
35,"Sacado, Carlos   ",ar
59,lucas lópez   ,argentino
21,matias   rodríguez , Uruguayo
44,"ARISTIZABAL, JUAN   ",ar
23,Agustin Lupo    ,  Otros 
64,"licastro, angel ",--
36,Javier Centenera    ,  brasilero
36,Ing. Juan Rivadavia ,  uy   
47," sacado, pablo ",Chileno
28,Dr. ignacio rodríguez     , otros
23,"   nicastro,    pablo ",  argentino   
58,"gonzález, rodolfo   ", otros
31,agustin aguirre ,  brasilero
22,Bruno Pérez ,brasil
30,"   Díaz,    Rodrigo ",  argentino   
38,lic    joaquin centenera  ,  Otros 
45,"gonzalez,    franco   ", brasileño
59,luis fanon , Uruguayo
65,"ing.   matas, esteban ", Brasil
59,"Lic. sánchez, joaquin ", otros
18," Castro, Leandro ",--
58, alexis    soto  ,uy
63,"martínez,   matias  ", otros
61,Gaspar González ,Chileno
29,"ROJAS, ERNESTO ",  uy   
42,   LUIS RODRÍGUEZ ,  arg
41,ing. carlos antonello , Uruguayo
19,alexander  pérez    ,otros
20,jose   ramirez ,  uruguayo
27,DAVID  RODRÍGUEZ ,--
59,"cardona, jose   ",  br   
22,"SACADO, ALEXIS   ", otros
55," rodríguez, andrés   ",brazil
20,"sacado,  alonso  ",ar
46,Pablo   Martín , Uruguayo
37," sanchez,    sebastian ",  chileno
57,"Gómez,  Bruno ",  argentino   
48,"   Castañeda, Joaquin  ", brasileño
35,bastian  silva    , argentno
29,"   amenabar,  leandro  ",  brasilero
36,"sanchez, luciano  ",argentino
31, andrés gutierrez  ,  uy   
45,   Lic. lucas    mango      ,  chi   
19," lic pérez, benjamin ",otros
53,"DR. MATAS, IGNACIO    ", brasileño
40,  maximo   pérez   ,Uruguay
57,MATIAS MARTÍNEZ  , chileno
20,  bruno lópez ,  br   
22,"Muñoz, Santiago    ", argentno
53,   Rodrigo Sánchez  ,  uruguayo
40,Emilio    Nicastro    ,  argentino   
38,"rivadavia,   carlos  ", uruguay
35, alexander sánchez , uruguay
40,"Dr.   Mactas, Andrés ",argentino
63," MONTOYA,    PABLO ",  argentino   
49,damian ramirez  ,  brasilero
35,"antonello, abel   ",  --
40,luciano rivadavia ,--
27," Marchet, Nicolas  ", chilena
48,"CENTENERA, JULIO    ",uy
60,matias   fernández ,otros
55,  juan   aristizabal    ,uy
38,   renato lópez       ,  chi   
54,"lic    gutierrez, carlos ",brasil
43,"Rodríguez,   Tomas ",brasil
52,   BRUNO RIGLOS , Uruguayo
53,  Nicolas  López , Brasil
50,"Dr.   montoya, maximo   ",  chi   
51,   Jose Castro  , Uruguayo
43,   rodrigo rojas ,uy
50,camilo   martínez ,  --
53,francisco    lópez , brasileño
54,"Ing. Viey,  Luis  ",  uruguayo
50,bastian ramirez ,Chileno
29,joaquin   ramirez   ,  Otros 
27,"MARCHET,  FELIPE   ",uy
59,Federico  Hernández    ,argentino
64,MAXIMO   GUEVARA , brasileño
55," Rojas,   Carlos       ",ch
24,"lic. garcía,    pablo ", Brasil
30,"pérez, jonás    ",  argentino   
65,   David Martínez , chileno
33,lucas martínez  , otros
55,"Lic. orondo, francisco ", argentina
47,"rivadavia,  fidel  ",ch
34," ANTONELLO, GASPAR ",ch
37,"sacado, martin  ",ch
43,"   licenciado fernández,   maximiliano  ", argentina
39,"GONZÁLEZ, LUIS ", uruguay
36,"  Riglos, Alexander     ", chileno
25,"   ROJAS, TOMAS ",brazil
48,david contreras    , chilena
60,GUSTAVO    FERNÁNDEZ , Uruguayo
56, ernesto  garcía , argentno
46,"   soto, santiago  ",  arg
31,"licenciado aristizabal, andrés    ", argentina
37,"  Dr.  cardona, amaro  ",  Otros 
28,"riglos,    julian   ", chileno
55,"gonzález, juan    ",otros
47,"Alsina,  Ernesto ", argentina
36,ing. lucas   sanchez    ,Uruguay
53,"   centenera,   leandro   ",ch
64,"  martín, tomas    ",argentino
55,"prof. aristizabal,  luciano      ", argentina
31,   juan martínez ,Chileno
57,"gonzález, daniel       ", argentno
44,vicente  silva    , Brasil
44,luis guevara ,otros
46, eric  montoya ,  argentino   
25,"gonzález, jorge  ",otros
24,"sr.    gonzález,   camilo ",ch
40,tomas garcía      ,  brasilero
61,"Silva, Angel    ",  uy   
43,"  doctor   sánchez, rodolfo ",--
54,Martin   García   ,  --
39," Gutierrez, Amaro   ", chilena
34," Dr.    rojas,   alonso    ",ar
39,"fanon, pablo ",--
27,David  López ,  --
46,   javier martínez ,otros
21,abel rivadavia   ,  uy   
25,FERNANDO PEREZ  ,brasil
28, matias casullo ,  chi   
47,alexis fertuchelli , Uruguayo
60,  Amaro Casullo  ,Uruguay
38,"  lópez,  lucas ",--
18,"Licenciado    Fertuchelli, Rodolfo ", argentina
26,Gaspar Castro  ,  brasilero
48,"Antonello, Sebastian   ",brazil
27,  Leandro Díaz   ,ch
44," rojas, gustavo ",brazil
64,leandro montoya ,  Otros 
54,"mendoza,    sebastian ", chilena
25,  jose  rodríguez   ,Uruguay
43,"aristizabal,    amaro ",  arg
22, ingeniero   julio  martínez   ,ar
42,amaro fernández ,uy
37," Hernández, Francisco   ",Chileno
18,"   licastro, tomas   ", argentno
41,"   castro, bastian ",--
43,"rodríguez, victor     ",  uy   
38,"PÉREZ,   THOMAS      ",brasil
51,"  sánchez,   rodrigo   ", uruguay
56,  ANGEL   PÉREZ ,  Otros 
51,"Fertuchelli,  Abel ",  chileno
64,"garcía, jorge ",otros
47,lucas gonzalez , argentno
18,lic angel  sánchez  ,  Otros 
46,"NICASTRO, FIDEL    ",ch
26,"LÓPEZ, ANDRÉS ",--
56,   Carlos   Casullo ,  uy   
56," Rodríguez, Leandro    ", brasileño
42,"Martín,    Carlos ",  chi   
50,jorge  fabricci ,--
53,juan castro   , argentno
21,  agustin contreras    ,argentino
26,damian martínez       ,--
61,"casullo,   lucas   ", Brasil
55,julian guevara ,otros
21,"gonzalez, pablo ", Uruguayo
64,"   Sánchez,  Leandro    ",brasil
42,"garcía, matias   ",  br   
34,esteban gutierrez , chilena
24,"Rodríguez,   Thomas    ", otros
63,julian fanon    ,  argentino   
55,   lic amaro castro  , argentno
46,"   nicastro, ernesto   ",otros
63,JULIÁN RIGLOS   , chileno
38,  Bastian Riglos  ,  brasilero
49,"lópez, nicolas ",ar
37,"perez, matias ", chileno
43,"   ORONDO,  RODRIGO ",  Otros 
60,"lic.  antonello,    gustavo    ", otros
30,"  VIEY, ERIC   ",  br   
18,   ING JUAN LÓPEZ ,  uy   
58,esteban  licastro ,  uy   
60,"ing. sánchez,   federico  ", otros
22," RODRÍGUEZ, BENJAMIN ", argentno
26,"Antonello, Nicolas ", Brasil
24,"MARTÍNEZ, VICENTE  ",  --
45,DAMIAN SÁNCHEZ    ,Uruguay
26,jonás alzate  ,brazil
33," alzate,   juan ",otros
22," cardona, francisco ",argentino
32,"silva, alexander ", Brasil
48," rivadavia, alexander     ",  chileno
59,"lópez,  ernesto      ", Brasil
40,"Prof. Londoño, Amaro   ",Uruguay
49,"MONTOYA, FEDERICO ",Uruguay
45,alexis mactas  , Brasil
50,sr. rodolfo martínez    ,ch
31,agustin díaz    ,  uruguayo
47,"sanchez,    emilio   ", chileno
44,   matias perez  , Uruguayo
27," rodríguez, franco  ",ar
37, gabriel  gómez    ,ch
38,"  Licenciado Cardona,   Joaquin ",  Otros 
27,pablo castañeda   ,  chi   
51,Emilio  Rodríguez ,Chileno
65,   Lucas González  ,Chileno
60,"licenciado ramirez, julian   ",ar
28, Lic.    Mateo Pérez ,brazil
46,Gabriel    Rodríguez ,otros
41,"casullo, néstor     ", uruguay
63,Javier Sánchez     , brasileño
28,"Sacado,   Alexander  ",uy
52,"fernández, angel  ", argentina
45,  ERIC RODRÍGUEZ     , argentina
47,"   GONZÁLEZ, JUAN  ",brasil
31,"rodríguez, carlos ",Uruguay
20,leandro rodríguez  ,--
30,LICENCIADO TOMAS PÉREZ ,  chi   
37,  LIC ERIC    RODRÍGUEZ  ,ar
57,  Pablo Rojas ,  argentino   
46,  eric gonzález  , argentina
60,"licastro, gabriel    ",brazil
56,"señor  mendoza, sebastian   ",  --
36,"MACTAS, RODOLFO ",otros
39,luis  sanchez ,--
45,"  rodríguez, maximiliano ",otros
18,bruno antonello  ,Chileno
55,prof.    luciano viey ,  Otros 
18, néstor martín ,  --
28,"ing sánchez,   agustin   ",  arg
20,"Londoño, Jorge    ", argentno
58,  david    rodríguez   ,  uy   
30,bruno    lópez   ,  uy   
40,PABLO   DÍAZ , Uruguayo
21,Cristian Rodríguez ,--
30,Ingeniero Matias González   ,ar
32,nicolas centenera ,  chi   
19,Lic  Gaspar   Licastro  ,argentino
64,"Castro, Gustavo  ",otros
27,"aguirre, amaro  ",  chi   
55,IGNACIO CENTENERA  ,  argentino   
32, PABLO  CASTRO    ,  chi   
53,CRISTOBAL  ORONDO   ,  uy   
54,JOSE LÓPEZ  ,uy
41,alexander   hernández ,  chileno
19, LEANDRO NICASTRO      , otros
29,  bruno martínez ,argentino
39,"Lic Hernández,   Lucas ", Brasil
37,"Sanchez, Pablo    ",  uy   
49,"  aristizabal, julián ",Uruguay
53," ingeniero    londoño, renato   ",  Otros 
60,prof. sebastian nicastro   ,argentino
30,   Eric Aguirre  , Uruguayo
45,  Agustin Lupo , chilena
40,"Ing.  Gómez, Mateo ",  brasilero
56,"LIC.   CASTRO,  LUCAS    ",Uruguay
23,maximo guevara   ,  br   
64,Daniel  Flores ,  arg
64,"lic.   fertuchelli, jorge   ",  chileno
56,mateo gómez ,argentino
38,ignacio gómez    ,ch
43,Renato    Aguirre    ,uy
63,"hernández, amaro  ",  uy   
31,"  prof. sánchez,  joaquin ",  brasilero
33, Ing Javier Sanchez , brasileño
62,"  martínez, jose    ",brazil
28,"silva,   abel     ",Chileno
34,fidel    sánchez ,ar
40,Carlos Martínez ,ch
18,Carlos   Pérez     ,brazil
45,mateo   rojas      ,  uruguayo
19,"sanchez,    victor  ",argentino
41,"montoya,  david ",  br   
24,ing. gabriel alsina    ,  br   
58,"LÓPEZ,   BRUNO    ", otros
50,"martínez, maximo    ",ch
44,  martin riglos  ,  chileno
56, agustin rodríguez   ,uy
61,"hernández,   matias   ", Uruguayo
48,ing.    julio  lópez  ,argentino
64,"  López, Gaspar ", argentina
55,Alonso Gómez  ,  chi   
29,fidel fernández ,uy
59,"   ING SÁNCHEZ,  NICOLAS ",Uruguay
60,   néstor mendoza    ,  argentino   
21,joaquin   gonzález , chilena
37,"castañeda, felipe   ", uruguay
38,   ignacio fanon  ,  --
49,néstor    garcía ,  arg
27,"   ingeniero rivadavia,    diego    ",otros
27,"  castro, maximo   ",Uruguay
23,cristobal  antonello     ,  Otros 
64,  Lucas    Nicastro ,  chi   
22,Ernesto    González    , argentina
56,   Lic.   luciano  silva   ,argentino
40,camilo   antonello   ,  chi   
57,"sanchez, juan ", chileno
51,LIC.  CARLOS PÉREZ     ,ch
24,prof.  alexis antonello ,  Otros 
50,"  fabricci,  gustavo   ", uruguay
41,   juan licastro   ,  uruguayo
26,néstor   hernández , argentina
26,"Lic. hernández,  vicente ",  uruguayo
50,ing. damian   licastro      , chilena
25,"Lic.  contreras, cristobal   ",otros
43,"Rodríguez,   Cristian       ", Uruguayo
60,ESTEBAN LONDOÑO   , chileno
47,maximo silva   ,ch
18, sebastian  fabricci   ,uy
55, Sebastian Riglos ,Uruguay
43, juan gonzález   ,  arg
41," CONTRERAS, NICOLAS      ",  Otros 
38,"  Dr. díaz,  camilo  ", otros
46,"martínez, julián  ",  Otros 
61,   martin mactas    ,uy
58,"Dr. centenera, emilio    ",ar
32,"   Pérez,  Martín  ", uruguay
47,daniel casullo  ,ch
41,"   Lic.   sanchez,   martín     ",brasil
59, Rodrigo   Perez , Uruguayo
45,francisco gutierrez      ,otros
33, Jorge Martínez     ,Chileno
46,Jorge   Gómez ,Uruguay
36," García,  Carlos ",  br   
23,gaspar alsina  , uruguay
49,"  lópez, leandro ", argentno
41,BASTIAN  RIGLOS    , chileno
32,"Sr. Sánchez, Camilo   ",  arg
35,"  MARTÍNEZ, CRISTOBAL ",  Otros 
18,   DAMIAN SACADO   ,argentino
56,"perez,   alexis ",--
39,"Londoño,   Abel     ",  chileno
20,señor    lucas    gonzález , argentina
56,   Juan Sepúlveda    , otros
51,"sr. centenera, tomas    ",Uruguay
39,"rodríguez, rodolfo ",  uruguayo
54," Lic. perez, néstor ",ch
24,  felipe    nicastro  , uruguay
56," alzate, pablo   ",  uy   
46,lic. benjamin    alsina  ,  Otros 
36,"Martínez,  Matias    ",  --
34,Bruno Rodríguez ,--
43,Juan López   , chilena
36," rodríguez,    ignacio ",--
40,"Riglos,    Fidel    ", otros
22, CARLOS SÁNCHEZ      , chilena
41,   javier  gonzález , brasileño
49,  Jonás Gutierrez ,  uruguayo
51," señor  fanon, gaspar  ",  chi   
59,   Cristian Castañeda    ,Chileno
38,vicente rojas    ,  arg
20, agustin   martínez ,ch
32,prof.    rodolfo gonzalez      , uruguay
31,   ANDRÉS SACADO  ,  arg
46, federico  hernández ,  brasilero
41,"Prof. Rivadavia,    Eric ",brasil
25,pablo  cardona , argentno
51,"  DÍAZ, JORGE   ",--
30,"lic cardona, carlos ",Chileno
19, Doctor Victor   García   ,  uruguayo
34,  Pablo    Fabricci , otros
60,Ingeniero Juan Nicastro ,  argentino   
36,"pérez, benjamin    ",ch
38,"Dr. Gonzalez, Rodrigo ",--
65,sr.   pablo orondo , Brasil
49,"ingeniero    gómez, martin   ",  --
20,"Alsina, Gaspar  ", uruguay
61," DR. SÁNCHEZ, SANTIAGO  ", otros
32,"doctor  rodríguez, ignacio ",  --
29,"  lópez, matias ",  uruguayo
24,pablo fabricci ,brasil
38,franco    pérez ,  --
64, jonás ramirez   , otros
30,"López,    Mateo  ", brasileño
61,"   Rivadavia,   Martín  ", chileno
64, David   Rojas  ,  brasilero
39,"fernández, agustin   ",uy
61,"  lic  centenera, diego ",  brasilero
25,LIC BRUNO   SOTO  ,  arg
26, david    aristizabal , uruguay
59," sánchez, gustavo    ",ch
47,"gonzález, juan  ", Uruguayo
53,   Renato Amenabar    , uruguay
28,"   rodríguez, sebastian   ", Uruguayo
24,benjamin castro      ,  arg
37,fidel lupo   , argentina
18,"casullo,  leandro  ",uy
54,   Nicolas Martínez , brasileño
30,"  Sacado,    Andrés ", otros
51,"   ing martínez, néstor  ",Uruguay
47, Pablo Castro    ,  Otros 
65,"aguirre, julio  ",ar
40,"Gómez, Nicolas    ", brasileño
39,  martin martínez ,  chileno
30,"doctor hernández,  vicente ",Uruguay
59,"Lupo, Julian    ",brasil
27, Maximo  Hernández ,ch
18,Rodolfo    Castro   ,uy
60,Julian Sanchez ,  chi   
65," García, Felipe  ",Chileno
63, martin   rivadavia ,ar
44,   jorge   aguirre   , chilena
39," Lic.  antonello, vicente  ",  chi   
56, javier díaz  ,brazil
36, VICTOR LÓPEZ ,--
61,"  RODRÍGUEZ,    BRUNO     ",  --
49,gabriel pérez   ,  uruguayo
27,david  mendoza    , brasileño
52,Lic. Jorge Rojas   ,ar
57,"amenabar,   federico    ",  chi   
65,ing renato aguirre , chileno
61,gustavo rodríguez   ,  br   
28,MATEO  FABRICCI    , argentno
29, david  hernández ,otros
19,   Dr.   Luciano Fertuchelli ,  arg
23,"Pérez, Javier ",  arg
58,Abel Pérez ,argentino
62,"   martínez,   carlos ",ch
54,licenciado gustavo  díaz  ,Chileno
46,"Doctor   Matas, Vicente   ",  brasilero
27,"  Doctor  Orondo,   Bruno   ",Uruguay
45,   licenciado alexander rodríguez   ,  br   
31,julián  fernández   ,  uy   
61,"martínez,   tomas ",uy
44,"   Gómez, Ignacio  ", brasileño
63," amenabar, julio   ",Chileno
31, sebastian rodríguez ,  Otros 
30,JULIO GARCÍA       ,--
38,"ing gonzález, fidel     ",uy
26," García,  Ignacio       ", argentno
19,CRISTIAN MARCHET , chileno
57,"   gonzález, thomas ",  chileno
53,"SR. MATAS, FEDERICO     ",argentino
30,"contreras, nicolas ",Chileno
59,"garcía, fernando ",  arg
56,"díaz, luciano   ",ch
22,doctor tomas rodríguez ,brasil
59,"García,    Matias ",argentino
39,"Licastro,  Sebastian ", argentina
43,"mactas,   alonso   ",Uruguay
60,  Jose Fertuchelli  ,brazil
48,"SÁNCHEZ, MATIAS      ",--
61,"gómez,   joaquin ",  uy   
41,Andrés Fernández   ,Uruguay
20,  felipe   lópez       ,uy
56,   juan hernández , uruguay
56,"   gómez, federico      ",uy
21,"Rodríguez, Ignacio ", uruguay
27,Lic Franco    Montoya  , argentina
20,"Ing    Montoya,    Mateo ",  uy   
64," Nicastro, Jorge    ",  --
58,"Dr. rodríguez, mateo   ", argentno
60,"silva,    gaspar ", Uruguayo
63,ing. jose   alsina  , otros
38,martin ramirez    ,  arg
57,lic. alexander garcía    ,  --
24," Mendoza, Martin  ",ch
27,"Rodríguez,  Luis  ",  uruguayo
32, nicolas   gonzález   ,  --
52, carlos    perez ,--
51, alexander soto      ,  argentino   
24,   cristian    cardona  ,  arg
50,franco pérez   ,brazil
59,"   García, Eric ", Uruguayo
36, Jose Mendoza ,ch
55,jonás gonzález  ,Chileno
34,GUSTAVO SÁNCHEZ , Uruguayo
45,"orondo,  martín    ",  brasilero
25,Sebastian  Martínez    ,argentino
40,"Fanon, Julio ",  brasilero
42,"Rojas, Maximo   ", Brasil
30,"INGENIERO  LÓPEZ, FIDEL  ",--
65, jorge   ramirez ,argentino
40,Lic.  francisco    castro  , Brasil
36, Lic  Juan    López  ,  chileno
27," ramirez, damian    ", Uruguayo
58,"lupo,    sebastian      ",  Otros 
44,   Eric Matas ,  chileno
65,"marchet, jorge ", brasileño
63,  benjamin montoya  , Uruguayo
65,Angel Montoya , Uruguayo
44,"fernández,   rodolfo   ",  uruguayo
41,CARLOS  CARDONA    , chileno
37,Cristobal  Castro ,Uruguay
54,"   gonzález, cristobal   ", otros
29,"Contreras, Sebastian  ",  chileno
48,"   Lic. Marchet, Sebastian    ",  chi   
42,tomas martín  , argentina
53," mactas, jorge ",argentino
61,"   ramirez,   pablo  ", argentina
42,"SILVA, ERNESTO   ", brasileño
35,EMILIO    LÓPEZ ,  chileno
29,"Rodríguez,   Abel ",  uruguayo
54,Federico González      , brasileño
31,"gonzález, ignacio    ",brasil
56,lic.  thomas sánchez  , chileno
44,"   CENTENERA, EMILIO   ", chileno
54,andrés castañeda ,ch
65,"gonzález, emilio    ",ch
