titulo,nombre,apellido,edad,nacionalidad
Prof.,Luis,Martínez,45,Chilena
,Pablo,Gutierrez,62,Otra
,Cristian,Sánchez,57,Brasileña
,Luciano,Gómez,59,Uruguaya
,Joaquin,Sanchez,65,Brasileña
,Carlos,Hernández,39,Otra
,Jorge,Nicastro,38,Argentina
Ing.,Federico,Nicastro,42,Argentina
,Leandro,Sánchez,32,Argentina
,David,Díaz,21,Uruguaya
Dr.,Juan,Amenabar,58,Uruguaya
,Jorge,González,42,
,Julian,López,25,Otra
,Juan,Centenera,43,Argentina
,Angel,Antonello,58,
,Eric,García,44,Uruguaya
,Renato,Muñoz,62,
,Francisco,Díaz,22,Argentina
,Amaro,González,59,Brasileña
,Rodolfo,Pérez,29,Argentina
,Luciano,Fernández,65,Otra
,Victor,Londoño,65,Argentina
Dr.,Benjamin,Rodríguez,24,Brasileña
,Luis,González,22,Chilena
,Carlos,Fabricci,40,Argentina
,Juan,Pérez,49,Otra
,Pablo,López,56,Argentina
,Ernesto,Perez,36,Argentina
,Juan,Marchet,60,Argentina
,Carlos,Gómez,43,Uruguaya
,Daniel,Alzate,20,Chilena
,Damian,Díaz,30,Chilena
,Bruno,Castañeda,50,Otra
Lic.,Juan,Riglos,53,Argentina
,Eric,Castañeda,23,Argentina
,Diego,Fernández,26,Chilena
,Felipe,Castro,51,Argentina
Ing.,Néstor,Rivadavia,39,Chilena
,Joaquin,González,50,Argentina
,Camilo,Aristizabal,40,Brasileña
,Juan,Orondo,35,Uruguaya
Dr.,Luciano,Martín,55,Brasileña
,Fidel,Sacado,58,Chilena
Lic.,Juan,Castañeda,54,Otra
,Amaro,Ramirez,33,Argentina
,Cristian,Soto,46,Brasileña
,Renato,Gómez,62,Chilena
,Jose,Sánchez,52,Argentina
,Tomas,Díaz,53,Argentina
,Alexis,Lupo,36,Uruguaya
,Benjamin,Castro,27,Argentina
,David,García,38,Chilena
,Ignacio,Orondo,35,Argentina
,Daniel,González,34,Uruguaya
Dr.,Juan,Aristizabal,28,Uruguaya
,Carlos,González,18,Brasileña
,Eric,Fernández,48,Uruguaya
,Julián,Alsina,40,
,Nicolas,Viey,50,Argentina
,Benjamin,Fertuchelli,65,Chilena
,Bruno,Castañeda,38,Otra
,Jonás,Fanon,53,Chilena
,Leandro,Sánchez,52,Otra
,Leandro,Sanchez,40,Chilena
,Bruno,Muñoz,29,Chilena
,Maximo,Mactas,63,Brasileña
,Jose,Rodríguez,52,Chilena
,Felipe,Riglos,34,Brasileña
,Juan,Rodríguez,37,Brasileña
,Luis,Díaz,39,Brasileña
,Emilio,González,20,Uruguaya
Lic.,Agustin,Rojas,25,Chilena
,Julio,Montoya,47,Brasileña
,Gaspar,Fabricci,61,Argentina
Dr.,Pablo,Fertuchelli,57,Argentina
Lic.,Diego,González,20,Brasileña
,Ignacio,González,36,Chilena
,Cristobal,Sánchez,52,Argentina
,Luis,Soto,60,
,Carlos,Guevara,25,Uruguaya
,Andrés,González,48,Chilena
,Julián,Muñoz,53,Chilena
,Pablo,Mendoza,47,Argentina
,Andrés,Orondo,65,Uruguaya
,Jonás,Casullo,23,Brasileña
Dr.,Damian,López,57,Brasileña
Lic.,Pablo,Amenabar,60,Brasileña
,Sebastian,Martínez,32,Argentina
Dr.,Amaro,Hernández,23,Chilena
,Ignacio,Perez,18,Argentina
,Pablo,Antonello,20,Argentina
,Carlos,López,59,Brasileña
Lic.,Sebastian,Gómez,38,Argentina
,Francisco,Contreras,53,Argentina
,Maximiliano,Pérez,57,Chilena
,Abel,Fernández,33,Chilena
,Ernesto,Castañeda,58,Argentina
Dr.,Maximiliano,González,37,
,Lucas,Sánchez,26,Chilena
,Julián,Viey,26,Argentina
,Cristian,López,45,Chilena
,Julián,Gómez,45,Argentina
,Juan,Fernández,18,Chilena
,Luis,Fertuchelli,34,Chilena
,Ignacio,Fertuchelli,62,Chilena
Lic.,Maximiliano,Gutierrez,38,Brasileña
,Carlos,Sacado,35,Argentina
,Lucas,López,59,Argentina
,Matias,Rodríguez,21,Uruguaya
,Juan,Aristizabal,44,Argentina
,Agustin,Lupo,23,Otra
,Angel,Licastro,64,
,Javier,Centenera,36,Brasileña
Ing.,Juan,Rivadavia,36,Uruguaya
,Pablo,Sacado,47,Chilena
Dr.,Ignacio,Rodríguez,28,Otra
,Pablo,Nicastro,23,Argentina
,Rodolfo,González,58,Otra
,Agustin,Aguirre,31,Brasileña
,Bruno,Pérez,22,Brasileña
,Rodrigo,Díaz,30,Argentina
Lic.,Joaquin,Centenera,38,Otra
,Franco,Gonzalez,45,Brasileña
,Luis,Fanon,59,Uruguaya
Ing.,Esteban,Matas,65,Brasileña
Lic.,Joaquin,Sánchez,59,Otra
,Leandro,Castro,18,
,Alexis,Soto,58,Uruguaya
,Matias,Martínez,63,Otra
,Gaspar,González,61,Chilena
,Ernesto,Rojas,29,Uruguaya
,Luis,Rodríguez,42,Argentina
Ing.,Carlos,Antonello,41,Uruguaya
,Alexander,Pérez,19,Otra
,Jose,Ramirez,20,Uruguaya
,David,Rodríguez,27,
,Jose,Cardona,59,Brasileña
,Alexis,Sacado,22,Otra
,Andrés,Rodríguez,55,Brasileña
,Alonso,Sacado,20,Argentina
,Pablo,Martín,46,Uruguaya
,Sebastian,Sanchez,37,Chilena
,Bruno,Gómez,57,Argentina
,Joaquin,Castañeda,48,Brasileña
,Bastian,Silva,35,Argentina
,Leandro,Amenabar,29,Brasileña
,Luciano,Sanchez,36,Argentina
,Andrés,Gutierrez,31,Uruguaya
Lic.,Lucas,Mango,45,Chilena
Lic.,Benjamin,Pérez,19,Otra
Dr.,Ignacio,Matas,53,Brasileña
,Maximo,Pérez,40,Uruguaya
,Matias,Martínez,57,Chilena
,Bruno,López,20,Brasileña
,Santiago,Muñoz,22,Argentina
,Rodrigo,Sánchez,53,Uruguaya
,Emilio,Nicastro,40,Argentina
,Carlos,Rivadavia,38,Uruguaya
,Alexander,Sánchez,35,Uruguaya
Dr.,Andrés,Mactas,40,Argentina
,Pablo,Montoya,63,Argentina
,Damian,Ramirez,49,Brasileña
,Abel,Antonello,35,
,Luciano,Rivadavia,40,
,Nicolas,Marchet,27,Chilena
,Julio,Centenera,48,Uruguaya
,Matias,Fernández,60,Otra
,Juan,Aristizabal,55,Uruguaya
,Renato,López,38,Chilena
Lic.,Carlos,Gutierrez,54,Brasileña
,Tomas,Rodríguez,43,Brasileña
,Bruno,Riglos,52,Uruguaya
,Nicolas,López,53,Brasileña
Dr.,Maximo,Montoya,50,Chilena
,Jose,Castro,51,Uruguaya
,Rodrigo,Rojas,43,Uruguaya
,Camilo,Martínez,50,
,Francisco,López,53,Brasileña
Ing.,Luis,Viey,54,Uruguaya
,Bastian,Ramirez,50,Chilena
,Joaquin,Ramirez,29,Otra
,Felipe,Marchet,27,Uruguaya
,Federico,Hernández,59,Argentina
,Maximo,Guevara,64,Brasileña
,Carlos,Rojas,55,Chilena
Lic.,Pablo,García,24,Brasileña
,Jonás,Pérez,30,Argentina
,David,Martínez,65,Chilena
,Lucas,Martínez,33,Otra
Lic.,Francisco,Orondo,55,Argentina
,Fidel,Rivadavia,47,Chilena
,Gaspar,Antonello,34,Chilena
,Martin,Sacado,37,Chilena
Lic.,Maximiliano,Fernández,43,Argentina
,Luis,González,39,Uruguaya
,Alexander,Riglos,36,Chilena
,Tomas,Rojas,25,Brasileña
,David,Contreras,48,Chilena
,Gustavo,Fernández,60,Uruguaya
,Ernesto,García,56,Argentina
,Santiago,Soto,46,Argentina
Lic.,Andrés,Aristizabal,31,Argentina
Dr.,Amaro,Cardona,37,Otra
,Julian,Riglos,28,Chilena
,Juan,González,55,Otra
,Ernesto,Alsina,47,Argentina
Ing.,Lucas,Sanchez,36,Uruguaya
,Leandro,Centenera,53,Chilena
,Tomas,Martín,64,Argentina
Prof.,Luciano,Aristizabal,55,Argentina
,Juan,Martínez,31,Chilena
,Daniel,González,57,Argentina
,Vicente,Silva,44,Brasileña
,Luis,Guevara,44,Otra
,Eric,Montoya,46,Argentina
,Jorge,González,25,Otra
,Camilo,González,24,Chilena
,Tomas,García,40,Brasileña
,Angel,Silva,61,Uruguaya
Dr.,Rodolfo,Sánchez,43,
,Martin,García,54,
,Amaro,Gutierrez,39,Chilena
Dr.,Alonso,Rojas,34,Argentina
,Pablo,Fanon,39,
,David,López,27,
,Javier,Martínez,46,Otra
,Abel,Rivadavia,21,Uruguaya
,Fernando,Perez,25,Brasileña
,Matias,Casullo,28,Chilena
,Alexis,Fertuchelli,47,Uruguaya
,Amaro,Casullo,60,Uruguaya
,Lucas,López,38,
Lic.,Rodolfo,Fertuchelli,18,Argentina
,Gaspar,Castro,26,Brasileña
,Sebastian,Antonello,48,Brasileña
,Leandro,Díaz,27,Chilena
,Gustavo,Rojas,44,Brasileña
,Leandro,Montoya,64,Otra
,Sebastian,Mendoza,54,Chilena
,Jose,Rodríguez,25,Uruguaya
,Amaro,Aristizabal,43,Argentina
Ing.,Julio,Martínez,22,Argentina
,Amaro,Fernández,42,Uruguaya
,Francisco,Hernández,37,Chilena
,Tomas,Licastro,18,Argentina
,Bastian,Castro,41,
,Victor,Rodríguez,43,Uruguaya
,Thomas,Pérez,38,Brasileña
,Rodrigo,Sánchez,51,Uruguaya
,Angel,Pérez,56,Otra
,Abel,Fertuchelli,51,Chilena
,Jorge,García,64,Otra
,Lucas,Gonzalez,47,Argentina
Lic.,Angel,Sánchez,18,Otra
,Fidel,Nicastro,46,Chilena
,Andrés,López,26,
,Carlos,Casullo,56,Uruguaya
,Leandro,Rodríguez,56,Brasileña
,Carlos,Martín,42,Chilena
,Jorge,Fabricci,50,
,Juan,Castro,53,Argentina
,Agustin,Contreras,21,Argentina
,Damian,Martínez,26,
,Lucas,Casullo,61,Brasileña
,Julian,Guevara,55,Otra
,Pablo,Gonzalez,21,Uruguaya
,Leandro,Sánchez,64,Brasileña
,Matias,García,42,Brasileña
,Esteban,Gutierrez,34,Chilena
,Thomas,Rodríguez,24,Otra
,Julian,Fanon,63,Argentina
Lic.,Amaro,Castro,55,Argentina
,Ernesto,Nicastro,46,Otra
,Julián,Riglos,63,Chilena
,Bastian,Riglos,38,Brasileña
,Nicolas,López,49,Argentina
,Matias,Perez,37,Chilena
,Rodrigo,Orondo,43,Otra
Lic.,Gustavo,Antonello,60,Otra
,Eric,Viey,30,Brasileña
Ing.,Juan,López,18,Uruguaya
,Esteban,Licastro,58,Uruguaya
Ing.,Federico,Sánchez,60,Otra
,Benjamin,Rodríguez,22,Argentina
,Nicolas,Antonello,26,Brasileña
,Vicente,Martínez,24,
,Damian,Sánchez,45,Uruguaya
,Jonás,Alzate,26,Brasileña
,Juan,Alzate,33,Otra
,Francisco,Cardona,22,Argentina
,Alexander,Silva,32,Brasileña
,Alexander,Rivadavia,48,Chilena
,Ernesto,López,59,Brasileña
Prof.,Amaro,Londoño,40,Uruguaya
,Federico,Montoya,49,Uruguaya
,Alexis,Mactas,45,Brasileña
,Rodolfo,Martínez,50,Chilena
,Agustin,Díaz,31,Uruguaya
,Emilio,Sanchez,47,Chilena
,Matias,Perez,44,Uruguaya
,Franco,Rodríguez,27,Argentina
,Gabriel,Gómez,37,Chilena
Lic.,Joaquin,Cardona,38,Otra
,Pablo,Castañeda,27,Chilena
,Emilio,Rodríguez,51,Chilena
,Lucas,González,65,Chilena
Lic.,Julian,Ramirez,60,Argentina
Lic.,Mateo,Pérez,28,Brasileña
,Gabriel,Rodríguez,46,Otra
,Néstor,Casullo,41,Uruguaya
,Javier,Sánchez,63,Brasileña
,Alexander,Sacado,28,Uruguaya
,Angel,Fernández,52,Argentina
,Eric,Rodríguez,45,Argentina
,Juan,González,47,Brasileña
,Carlos,Rodríguez,31,Uruguaya
,Leandro,Rodríguez,20,
Lic.,Tomas,Pérez,30,Chilena
Lic.,Eric,Rodríguez,37,Argentina
,Pablo,Rojas,57,Argentina
,Eric,González,46,Argentina
,Gabriel,Licastro,60,Brasileña
,Sebastian,Mendoza,56,
,Rodolfo,Mactas,36,Otra
,Luis,Sanchez,39,
,Maximiliano,Rodríguez,45,Otra
,Bruno,Antonello,18,Chilena
Prof.,Luciano,Viey,55,Otra
,Néstor,Martín,18,
Ing.,Agustin,Sánchez,28,Argentina
,Jorge,Londoño,20,Argentina
,David,Rodríguez,58,Uruguaya
,Bruno,López,30,Uruguaya
,Pablo,Díaz,40,Uruguaya
,Cristian,Rodríguez,21,
Ing.,Matias,González,30,Argentina
,Nicolas,Centenera,32,Chilena
Lic.,Gaspar,Licastro,19,Argentina
,Gustavo,Castro,64,Otra
,Amaro,Aguirre,27,Chilena
,Ignacio,Centenera,55,Argentina
,Pablo,Castro,32,Chilena
,Cristobal,Orondo,53,Uruguaya
,Jose,López,54,Uruguaya
,Alexander,Hernández,41,Chilena
,Leandro,Nicastro,19,Otra
,Bruno,Martínez,29,Argentina
Lic.,Lucas,Hernández,39,Brasileña
,Pablo,Sanchez,37,Uruguaya
,Julián,Aristizabal,49,Uruguaya
Ing.,Renato,Londoño,53,Otra
Prof.,Sebastian,Nicastro,60,Argentina
,Eric,Aguirre,30,Uruguaya
,Agustin,Lupo,45,Chilena
Ing.,Mateo,Gómez,40,Brasileña
Lic.,Lucas,Castro,56,Uruguaya
,Maximo,Guevara,23,Brasileña
,Daniel,Flores,64,Argentina
Lic.,Jorge,Fertuchelli,64,Chilena
,Mateo,Gómez,56,Argentina
,Ignacio,Gómez,38,Chilena
,Renato,Aguirre,43,Uruguaya
,Amaro,Hernández,63,Uruguaya
Prof.,Joaquin,Sánchez,31,Brasileña
Ing.,Javier,Sanchez,33,Brasileña
,Jose,Martínez,62,Brasileña
,Abel,Silva,28,Chilena
,Fidel,Sánchez,34,Argentina
,Carlos,Martínez,40,Chilena
,Carlos,Pérez,18,Brasileña
,Mateo,Rojas,45,Uruguaya
,Victor,Sanchez,19,Argentina
,David,Montoya,41,Brasileña
Ing.,Gabriel,Alsina,24,Brasileña
,Bruno,López,58,Otra
,Maximo,Martínez,50,Chilena
,Martin,Riglos,44,Chilena
,Agustin,Rodríguez,56,Uruguaya
,Matias,Hernández,61,Uruguaya
Ing.,Julio,López,48,Argentina
,Gaspar,López,64,Argentina
,Alonso,Gómez,55,Chilena
,Fidel,Fernández,29,Uruguaya
Ing.,Nicolas,Sánchez,59,Uruguaya
,Néstor,Mendoza,60,Argentina
,Joaquin,González,21,Chilena
,Felipe,Castañeda,37,Uruguaya
,Ignacio,Fanon,38,
,Néstor,García,49,Argentina
Ing.,Diego,Rivadavia,27,Otra
,Maximo,Castro,27,Uruguaya
,Cristobal,Antonello,23,Otra
,Lucas,Nicastro,64,Chilena
,Ernesto,González,22,Argentina
Lic.,Luciano,Silva,56,Argentina
,Camilo,Antonello,40,Chilena
,Juan,Sanchez,57,Chilena
Lic.,Carlos,Pérez,51,Chilena
Prof.,Alexis,Antonello,24,Otra
,Gustavo,Fabricci,50,Uruguaya
,Juan,Licastro,41,Uruguaya
,Néstor,Hernández,26,Argentina
Lic.,Vicente,Hernández,26,Uruguaya
Ing.,Damian,Licastro,50,Chilena
Lic.,Cristobal,Contreras,25,Otra
,Cristian,Rodríguez,43,Uruguaya
,Esteban,Londoño,60,Chilena
,Maximo,Silva,47,Chilena
,Sebastian,Fabricci,18,Uruguaya
,Sebastian,Riglos,55,Uruguaya
,Juan,González,43,Argentina
,Nicolas,Contreras,41,Otra
Dr.,Camilo,Díaz,38,Otra
,Julián,Martínez,46,Otra
,Martin,Mactas,61,Uruguaya
Dr.,Emilio,Centenera,58,Argentina
,Martín,Pérez,32,Uruguaya
,Daniel,Casullo,47,Chilena
Lic.,Martín,Sanchez,41,Brasileña
,Rodrigo,Perez,59,Uruguaya
,Francisco,Gutierrez,45,Otra
,Jorge,Martínez,33,Chilena
,Jorge,Gómez,46,Uruguaya
,Carlos,García,36,Brasileña
,Gaspar,Alsina,23,Uruguaya
,Leandro,López,49,Argentina
,Bastian,Riglos,41,Chilena
,Camilo,Sánchez,32,Argentina
,Cristobal,Martínez,35,Otra
,Damian,Sacado,18,Argentina
,Alexis,Perez,56,
,Abel,Londoño,39,Chilena
,Lucas,González,20,Argentina
,Juan,Sepúlveda,56,Otra
,Tomas,Centenera,51,Uruguaya
,Rodolfo,Rodríguez,39,Uruguaya
Lic.,Néstor,Perez,54,Chilena
,Felipe,Nicastro,24,Uruguaya
,Pablo,Alzate,56,Uruguaya
Lic.,Benjamin,Alsina,46,Otra
,Matias,Martínez,36,
,Bruno,Rodríguez,34,
,Juan,López,43,Chilena
,Ignacio,Rodríguez,36,
,Fidel,Riglos,40,Otra
,Carlos,Sánchez,22,Chilena
,Javier,González,41,Brasileña
,Jonás,Gutierrez,49,Uruguaya
,Gaspar,Fanon,51,Chilena
,Cristian,Castañeda,59,Chilena
,Vicente,Rojas,38,Argentina
,Agustin,Martínez,20,Chilena
Prof.,Rodolfo,Gonzalez,32,Uruguaya
,Andrés,Sacado,31,Argentina
,Federico,Hernández,46,Brasileña
Prof.,Eric,Rivadavia,41,Brasileña
,Pablo,Cardona,25,Argentina
,Jorge,Díaz,51,
Lic.,Carlos,Cardona,30,Chilena
Dr.,Victor,García,19,Uruguaya
,Pablo,Fabricci,34,Otra
Ing.,Juan,Nicastro,60,Argentina
,Benjamin,Pérez,36,Chilena
Dr.,Rodrigo,Gonzalez,38,
,Pablo,Orondo,65,Brasileña
Ing.,Martin,Gómez,49,
,Gaspar,Alsina,20,Uruguaya
Dr.,Santiago,Sánchez,61,Otra
Dr.,Ignacio,Rodríguez,32,
,Matias,López,29,Uruguaya
,Pablo,Fabricci,24,Brasileña
,Franco,Pérez,38,
,Jonás,Ramirez,64,Otra
,Mateo,López,30,Brasileña
,Martín,Rivadavia,61,Chilena
,David,Rojas,64,Brasileña
,Agustin,Fernández,39,Uruguaya
Lic.,Diego,Centenera,61,Brasileña
Lic.,Bruno,Soto,25,Argentina
,David,Aristizabal,26,Uruguaya
,Gustavo,Sánchez,59,Chilena
,Juan,González,47,Uruguaya
,Renato,Amenabar,53,Uruguaya
,Sebastian,Rodríguez,28,Uruguaya
,Benjamin,Castro,24,Argentina
,Fidel,Lupo,37,Argentina
,Leandro,Casullo,18,Uruguaya
,Nicolas,Martínez,54,Brasileña
,Andrés,Sacado,30,Otra
Ing.,Néstor,Martínez,51,Uruguaya
,Pablo,Castro,47,Otra
,Julio,Aguirre,65,Argentina
,Nicolas,Gómez,40,Brasileña
,Martin,Martínez,39,Chilena
Dr.,Vicente,Hernández,30,Uruguaya
,Julian,Lupo,59,Brasileña
,Maximo,Hernández,27,Chilena
,Rodolfo,Castro,18,Uruguaya
,Julian,Sanchez,60,Chilena
,Felipe,García,65,Chilena
,Martin,Rivadavia,63,Argentina
,Jorge,Aguirre,44,Chilena
Lic.,Vicente,Antonello,39,Chilena
,Javier,Díaz,56,Brasileña
,Victor,López,36,
,Bruno,Rodríguez,61,
,Gabriel,Pérez,49,Uruguaya
,David,Mendoza,27,Brasileña
Lic.,Jorge,Rojas,52,Argentina
,Federico,Amenabar,57,Chilena
Ing.,Renato,Aguirre,65,Chilena
,Gustavo,Rodríguez,61,Brasileña
,Mateo,Fabricci,28,Argentina
,David,Hernández,29,Otra
Dr.,Luciano,Fertuchelli,19,Argentina
,Javier,Pérez,23,Argentina
,Abel,Pérez,58,Argentina
,Carlos,Martínez,62,Chilena
Lic.,Gustavo,Díaz,54,Chilena
Dr.,Vicente,Matas,46,Brasileña
Dr.,Bruno,Orondo,27,Uruguaya
Lic.,Alexander,Rodríguez,45,Brasileña
,Julián,Fernández,31,Uruguaya
,Tomas,Martínez,61,Uruguaya
,Ignacio,Gómez,44,Brasileña
,Julio,Amenabar,63,Chilena
,Sebastian,Rodríguez,31,Otra
,Julio,García,30,
Ing.,Fidel,González,38,Uruguaya
,Ignacio,García,26,Argentina
,Cristian,Marchet,19,Chilena
,Thomas,González,57,Chilena
,Federico,Matas,53,Argentina
,Nicolas,Contreras,30,Chilena
,Fernando,García,59,Argentina
,Luciano,Díaz,56,Chilena
Dr.,Tomas,Rodríguez,22,Brasileña
,Matias,García,59,Argentina
,Sebastian,Licastro,39,Argentina
,Alonso,Mactas,43,Uruguaya
,Jose,Fertuchelli,60,Brasileña
,Matias,Sánchez,48,
,Joaquin,Gómez,61,Uruguaya
,Andrés,Fernández,41,Uruguaya
,Felipe,López,20,Uruguaya
,Juan,Hernández,56,Uruguaya
,Federico,Gómez,56,Uruguaya
,Ignacio,Rodríguez,21,Uruguaya
Lic.,Franco,Montoya,27,Argentina
Ing.,Mateo,Montoya,20,Uruguaya
,Jorge,Nicastro,64,
Dr.,Mateo,Rodríguez,58,Argentina
,Gaspar,Silva,60,Uruguaya
Ing.,Jose,Alsina,63,Otra
,Martin,Ramirez,38,Argentina
Lic.,Alexander,García,57,
,Martin,Mendoza,24,Chilena
,Luis,Rodríguez,27,Uruguaya
,Nicolas,González,32,
,Carlos,Perez,52,
,Alexander,Soto,51,Argentina
,Cristian,Cardona,24,Argentina
,Franco,Pérez,50,Brasileña
,Eric,García,59,Uruguaya
,Jose,Mendoza,36,Chilena
,Jonás,González,55,Chilena
,Gustavo,Sánchez,34,Uruguaya
,Martín,Orondo,45,Brasileña
,Sebastian,Martínez,25,Argentina
,Julio,Fanon,40,Brasileña
,Maximo,Rojas,42,Brasileña
Ing.,Fidel,López,30,
,Jorge,Ramirez,65,Argentina
Lic.,Francisco,Castro,40,Brasileña
Lic.,Juan,López,36,Chilena
,Damian,Ramirez,27,Uruguaya
,Sebastian,Lupo,58,Otra
,Eric,Matas,44,Chilena
,Jorge,Marchet,65,Brasileña
,Benjamin,Montoya,63,Uruguaya
,Angel,Montoya,65,Uruguaya
,Rodolfo,Fernández,44,Uruguaya
,Carlos,Cardona,41,Chilena
,Cristobal,Castro,37,Uruguaya
,Cristobal,González,54,Otra
,Sebastian,Contreras,29,Chilena
Lic.,Sebastian,Marchet,48,Chilena
,Tomas,Martín,42,Argentina
,Jorge,Mactas,53,Argentina
,Pablo,Ramirez,61,Argentina
,Ernesto,Silva,42,Brasileña
,Emilio,López,35,Chilena
,Abel,Rodríguez,29,Uruguaya
,Federico,González,54,Brasileña
,Ignacio,González,31,Brasileña
Lic.,Thomas,Sánchez,56,Chilena
,Emilio,Centenera,44,Chilena
,Andrés,Castañeda,54,Chilena
,Emilio,González,65,Chilena
,Fidel,Hernández,50,Argentina
,Pablo,Sánchez,54,Otra
,Rodrigo,Gómez,41,Brasileña
Lic.,Franco,Hernández,39,Otra
,Maximo,Rojas,30,Brasileña
,Cristian,Rivadavia,61,Uruguaya
,Gaspar,Cardona,62,Argentina
,Amaro,Matas,61,Argentina
,Juan,Amenabar,58,Uruguaya
Ing.,Angel,Alzate,23,Chilena
,Jonás,Centenera,51,Argentina
,Martín,Pérez,19,Brasileña
,Alonso,Ramirez,28,Brasileña
,Gustavo,Pérez,44,Argentina
Dr.,Daniel,Gutierrez,51,Uruguaya
Ing.,Jonás,Flores,18,Brasileña
,Alonso,Matas,48,Otra
,Eric,Martín,33,Brasileña
,Lucas,Díaz,61,
,Santiago,Londoño,29,Chilena
,Carlos,García,28,Argentina
,Alexis,Matas,42,Brasileña
,Martín,García,37,
,Maximiliano,Montoya,46,Uruguaya
,Jonás,Pérez,42,Otra
,Jorge,Rivadavia,40,Brasileña
Dr.,Carlos,Martínez,18,Uruguaya
,Jorge,Gómez,60,Argentina
,Lucas,Ramirez,19,Argentina
,Gabriel,Perez,28,Brasileña
Lic.,Sebastian,González,31,Argentina
,Federico,Castañeda,57,Argentina
Ing.,Juan,Castro,18,Argentina
,Franco,Sepúlveda,45,Argentina
,Rodrigo,Matas,57,Brasileña
,Joaquin,Martínez,56,Uruguaya
,Néstor,Perez,63,Argentina
,Jonás,Hernández,59,Brasileña
,Bruno,Muñoz,35,Brasileña
,Angel,Martínez,65,Argentina
Lic.,Andrés,Sánchez,32,Argentina
,Carlos,Martín,32,Brasileña
,Juan,Gutierrez,55,Uruguaya
Ing.,Felipe,Montoya,61,
Lic.,Javier,Rodríguez,22,Argentina
,Mateo,Sacado,60,Otra
,Luciano,Londoño,42,Otra
,Damian,Hernández,18,Brasileña
Lic.,Angel,Londoño,56,Argentina
Ing.,Julio,Fernández,22,Uruguaya
,Tomas,Pérez,29,Chilena
,Federico,Marchet,55,Argentina
,Vicente,González,30,Uruguaya
,Mateo,Gonzalez,25,Otra
,Javier,Gómez,24,Brasileña
,Rodolfo,Ramirez,45,Uruguaya
,Sebastian,Rodríguez,58,Uruguaya
,Lucas,Rodríguez,38,Uruguaya
,Maximo,Alsina,30,Chilena
,Nicolas,Castro,26,Chilena
Prof.,Maximiliano,González,18,Uruguaya
,Federico,Fanon,40,Brasileña
,Martin,Muñoz,33,Chilena
,Cristian,Castro,46,
,Abel,López,20,Brasileña
Lic.,Agustin,Sanchez,54,Uruguaya
,Renato,Martín,61,Brasileña
,Jonás,Mango,46,Chilena
,Federico,Martínez,53,Argentina
,Ignacio,Martín,26,Argentina
,Abel,Guevara,38,Chilena
,Jorge,Amenabar,29,Chilena
,Julio,González,62,Uruguaya
Dr.,Gaspar,Antonello,20,Brasileña
,Diego,Rodríguez,53,Brasileña
,Ignacio,Mendoza,50,Uruguaya
,Gabriel,Fernández,50,Uruguaya
,Amaro,Rodríguez,63,Argentina
,Luciano,Sanchez,38,
Dr.,Federico,Antonello,44,Argentina
,Felipe,Martín,62,Chilena
,Javier,Gonzalez,24,Brasileña
,Eric,Gonzalez,25,
,Federico,González,60,
,Santiago,Muñoz,47,
,Rodrigo,Martínez,64,Argentina
,Santiago,González,53,Brasileña
,Jonás,Sánchez,40,Uruguaya
,Renato,Pérez,54,Uruguaya
,Mateo,Rodríguez,26,Chilena
,Lucas,Orondo,29,Argentina
,Santiago,Cardona,26,Chilena
Ing.,Daniel,Nicastro,43,Uruguaya
,Federico,Sánchez,51,Otra
,Daniel,Amenabar,38,Argentina
,Bastian,García,62,Chilena
,Martín,Aristizabal,28,Chilena
,Franco,Martín,61,Uruguaya
,Nicolas,Lupo,25,Brasileña
,Martin,Fanon,43,Otra
,David,Sánchez,49,Brasileña
,Daniel,Rodríguez,30,Chilena
,Ignacio,Mendoza,52,Uruguaya
,Rodolfo,Guevara,34,
,Damian,Martínez,53,
,Rodolfo,Licastro,57,Chilena
,Jorge,Hernández,54,Argentina
,Santiago,Alzate,23,Otra
,Emilio,López,40,Otra
Lic.,Pablo,Fanon,39,Uruguaya
,Ignacio,Castañeda,42,Brasileña
Dr.,Martin,Contreras,28,Otra
,Rodolfo,Martín,51,Brasileña
,Carlos,Amenabar,25,Argentina
,Bastian,Fertuchelli,43,Brasileña
,Vicente,Mendoza,63,Argentina
,Alexander,Fernández,41,Argentina
,Lucas,Rivadavia,21,Otra
,Rodolfo,Fernández,64,Chilena
Dr.,Rodrigo,Marchet,51,Argentina
,Eric,López,63,Otra
,Néstor,Fernández,21,Chilena
,Diego,Sanchez,33,Uruguaya
Lic.,Cristian,Fanon,42,Argentina
,Francisco,Mactas,28,Chilena
,Gustavo,González,39,Brasileña
,Lucas,García,34,
,Matias,González,50,Argentina
Ing.,Pablo,Castañeda,61,Uruguaya
,Cristobal,López,30,Brasileña
,Matias,López,22,Uruguaya
,Mateo,López,19,
,Cristian,Fabricci,53,Argentina
Lic.,Matias,Martín,22,
Prof.,Rodolfo,Muñoz,24,
Prof.,Luciano,Lupo,48,Chilena
,David,Perez,28,Chilena
,Amaro,Matas,52,Argentina
,Matias,Soto,37,Chilena
,Julio,Gómez,65,Chilena
,Bastian,Mactas,29,Brasileña
,Felipe,Hernández,62,
,Lucas,Gómez,62,Chilena
,Santiago,González,25,Uruguaya
,Fernando,Sánchez,61,Chilena
,Francisco,Montoya,31,Otra
,Victor,Castañeda,49,Otra
